,rating,review_text
1306,0,"comprei para meu filho de 7 anos devido a especificações no site dizer para crianças de 4 a 10 anos e de capacidade 60 kg, quando produto chegou manual diz capacidade máxima 30 kg e carrinho super pequeno...PROPAGANDO ENGANOSA DE PESO E IDADE!!!"
2007,4,"Excelente o produto, entrega rápida tudo perfeito!!!!!"
2078,4,"As demais traduções dessa obra que circulam no Brasil são muito mal criticadas. Esta, como diz Euler Brasil, permite ao leitor conhecer o texto de Lawrence."
873,3,"Um aparelho de excelente qualidade, superou munhas expectativas"
2011,3,Produto de acordo com o esperado. Atende perfeitamente minhas necessidades.
491,3,"Alfomada decorativa, nao eh confortavel mas creio q nao seja a proposta, gostei da compra!"
6803,2,produto muito fácil de usar recomendo entregou antes do prazo lojas americanas é de confiança pode comprar
3159,3,a barraca e uma distração para minha filha se sente como se estivesse sua casa
7857,1,Estou impossibilitada de avaliar! Pois minha bancada veio com avarias e estou no aguardo da solução até agora! Desde o dia que chegou estou no aguardo da solução e não me dão nenhum retorno!
3422,4,Produto de ótima qualidade e com preço muito acessível! A entrega foi dentro do prazo. Adorei
652,3,"Minha filha gostou muito consegue utiliza lo sem ajuda de outras pessoas e ganha mais tempo. Não precisa sair de casa ela mesma cria seus penteados,,,"
9267,2,"Gostei muito do produto, de boa qualidade mas no anuncio não fica claro que o produto NAO possui tampo superior."
1289,4,"""Excelente produto. """"Roda"""" bem a Netflix, por exemplo.  Entrega antes do prazo."""
5479,4,Nunca estive tão satisfeita com um aparelho celular.
9596,0,"JÁ É O SEGUNDO TABLET QUE COMPRO DESTA MARCAR QUE VOU PRECISAR TROCAR, NÃO TEM UM MES DE USO"
337,4,"Produto muito bom, véi conforme a descrição no anúncio, porém o a demora na postagem foi grande, demorou muito pra chegar."
7182,4,"A única coisa ruim é que só consegui voar 100km com a armadura e tive que voltar a pé. O resto é excelente, inclusive a altura e a velocidade que ele voa."
8128,4,Melhor preço com entrega rápida. Estão de parabéns.
2440,2,"Produto bom, problemas na entrega mas o fornecedor me manteve informado."
4746,0,Fogao vai com defeito no gril elétrico  Gril não acende
4925,4,"Ótimo produto, atendeu muito as minhas necessidades. É perfeito."
8277,4,"Gostei muito, preço bom entrega rápida e produto muito top!!!  Esse óculos é muito loco, tem um detalhe dentro roxo que parece o universo, muito bonito!!!  5 ESTRELAS NA AVALIAÇÃO.  att, Kleber de Joinville!!!"
1299,3,"Um produto muito bom e chegou entes do prazo,eu recomendo este vendedor!"
1085,3,"Recomenda ótima, entregue rápida, produto excelente Meu filho amou o presente!"
1801,4,O brinquedo é bem legal. Atendeu bema as expectativas. Agora o serviço de entrega foi péssimo.
7385,0,"As lojas Americanas estão intermediando vendas de produtos de lojas desconhecidas, ou seja, você realiza a compra no site das lojas americnas mas quem fica responsavel pela entrega do produto é uma loja que nunca ouvi falar. Resultado, o produto nunca chega e quando reclama-se com as lojas Americanas ela nunca responde também! não recomendo de forma alguma."
7689,4,"É um ótimo produto,com uma qualidade muito boa e chegou bem rápido."
7173,0,"A toalha solta muito, mas muito fiapos. Comprei a preta e fiz questão de deixar meu comentário. TERRÍVEL, IMPRESTÁVEL, NEM PARA PANO DE CHÃO. Toalha tipo Michael Jackson invertido, entro no banho branco e saio preto."
1944,3,"Até o momento, atendeu plenamente as necessidades.Sem vazamentos, água bem gelada."
9489,3,muito bom  gostei  otimo  muito rapido a entrega  bike  muito boa  reforçada
4090,4,"""Lojas americanas fez uma coisa boa,q é ter disponibilidade d outras lojas em seu site,q possa proporcionar algo melhor para nós consumidores"
7328,4,"Superou minha expectativa, minha sobrinha dorme e acorda agarrada na boneca e leva o carrinho para onde for."
4401,0,A única coisa útil do produto é sua luz. O ventilador é muito fraco! Não compensa!
2870,3,"""""""Tudo Conforme combinado, chegou no prazo indicado e produto de otima qualidade !!! """""""
5432,2,"Produto bom, as estampas são lindas. Ótimo custo benefício."
3633,3,"Ótimo!!! Mas botão liga/desliga poderia ficar em outro lugar, pois o ativamos sem querer durante o uso!!! Mas compensa mesmo assim, recomendo!!!!!!!"
8326,4,ficou maravilhosa minha parede aderencia  ficou perfeita
8604,3,"acabamento bom, porém a roda é de plástico com isso em algumas superfícies a moto desliza e não sai do lugar, mas no geral ela é boa recomendo"
832,3,"Tudo certo, como sempre. Entrega no tempo certo produtos certos também"
7969,3,produto de boa qualidade e Americanas super rápida e antes do prazo nota 10 !
7554,0,"Por enquanto essa é minha avaliação. Fiz a compra há 30 dias e até agora NADA DO PRODUTO. Já fiz compras no site da Americanas.com outras vezes e nunca demorou tanto a entrega de um produto quanto desse. Por enquanto minha avaliação é essa. Quando o produto chegar e estiver montado e funcionando, mudo minha opinião, se merecer!!!"
8405,2,"Produto bom, porém o que mais gostei foi a agilidade na entrega."
4933,4,"os produtos da linha tramontina são sempre bons, a mesa de passar roupa e otima."
671,4,"Ótimo produto,eu estava juntando dinheiro para compra um pc gamer ,mais quando vi esse copinho não teve outra fui correndo compra ,ele é supre todas as minhas necessidades eu não preciso mais encostar a boca no copo pois tem canudo e é algo que não vemos em todos os copinhos atualmente ,muito bom mesmo e o preço nem se fala excelente custo beneficio ."
3360,4,"Produto supriu perfeitamente minha necessidade, portanto recomendo pra pessoas que tem pouco uso ."
2857,1,"A grelha é boa, fecha bem mas é pequena. cabe algumas linguicas e apertadas. Não serve pra peixe ou qualquer outro alemento maior que o diametro de uma linguica toscana."
4992,4,"relógio muito mais bonito pessoalmente do que na foto,produto chegou rápido e sem nenhum problema e a pulseira é muito boa e resistente.Se esta procurando um relógio custo beneficio, esse é o relógio."
7411,4,"Excelente produto, ótimo para passar o cafezinho da hora. Recomendo, amei, achei ótimo só essas duas xícaras, medida ideal sem colocar muito pó, antes eu passava manualmente e sempre sobrava café que seria logo descartado por passar demais. esse produto é a dose certa e sem esbanjar o pó. Estou contente por ter feito uma excelente compra."
1442,0,"tive um outro desse igual e por isso comprei, mas não funcionou ele quando ligado emite um som de rame apenas."
7800,4,Gostei muito recomendo e aprovo bem potente e bonita .
7409,0,"Não pude avaliar pois não recebi o produto e aguardo resolução do problema . Vcs ficaram de me retornar para dar uma posição e nada até agora . E me pede opinião sobre o produto que eu nem recebi. Favor esclarecer o caso, senão irei ao procon."
5311,4,Excelente produto. Custo beneficio ótimo. Obrigada
3492,4,Excelente produto pra recarregar isqueiros....Funciona muito bem. demora um pouco a chegar mas dentro da data prevista
9439,2,"A piscina e os acessórios são bons,exceto a capa que veio junto ser inútil,não prende,é muito curta!"
281,2,O produto é resistente. Bem bolado e interessante.
8825,2,"agilidade durante a entrega, produto é lindo e silencioso, mas acredito q veio com um pequeno defeito, da velocidade 1 ao 4 não funciona..."
1381,4,Produto de excelente qualidade e muito bonito. Apenas veio com uma mancha mas acredito que tenha sio durante o transporte pois a caixa estava toda amassada. Os correios ultimamente além de atrasarem estão tendo uma irresponsabilidade absurda para com os clientes.
1727,4,muito bom este freezer eu recomendo ele com certeza
3557,0,"Fiz o cancelamento do produto e estou esperando receber meu dinheiro de volta, voces sabem me responder pois esta demorando muito!"
1998,2,A bandeja atendeu as expectativas quanto à beleza. O design e super bonito. terei prazer em servir minhas visitas!
5478,3,"Um perfume que agrada  , doce , sem ser enjoativo , adoro quando minha namorada está usando"
2502,1,"Produto não  atendeu as espectativas Motor mencionado de 1 hp, porém é muito fraco, provavelmente seja de 0,5 hp"
15,1,a mochila nao esta fechando direito por isso nao recomendo se meu filho nao tivesse deixado suja ia devolver
2204,3,"A panela é ótima,chegou dentro do prazo,porém a caixa do produto veio bem danificada,como se tivesse colocado vários peso em cima. Nota 0,0 para a transportadora."
5394,2,Comprei para encher a piscina da minha filha e super fácil e rápido com essa bomba de ar recomendo!
6331,3,"Aparelho supera as expectativas, ótimo custo benefício."
8307,3,"Pra não dizer que é perfeita eu diria: o pé dela parece que não é tão firme quanto a anterior que tenho (sem ser smart) e acho lento os comandos. No mais é só elogios pra Philips, seja pela qualidade de imagem, seja pela praticidade de configurar a TV. Parabéns!"
600,4,Gostei  mto do atendimento   Entrega foi feita  na data prevista
6910,2,Considerando o preço o produto atende às expectativas.
887,0,"Fiz a compra desde o dia 4/12/2017 com prazo de entrega até o dia 19/12/2017 e até o momento não recebi.Nem ao menos tive nenhuma posição da loja. Fico muito chateada pois era o presente de natal do meu filho, mais nem pro ano novo. Coloco pra rastrear e esta com destinatário não encontrado , sendo que o outro produto que comprei no junto com esse chegou antes do prazo. Segundo a loja o produto esta  em Nova Friburgo desde o dia 7/12/2017 e eles localizaram o destinatário, só que não moro em Friburgo, moro em Trajano de Moraes ou seja, DESCULPA PRA BOI DORMIR.Das duas uma ou a pessoa não sabe lê ou a loja não enviou o produto.Pois não é possível. Revoltada e vou atras dos meus direitos pois estou me sentindo lesada. Pois a loja tem meu telefone fixo e celular e meu email e nada..."
7832,4,"""Comprei a coleira Bullcat em outras ocasiões e posso dizer que ela realmente funciona. Apesar de a embalagem sugerir que sua eficácia seja de aproximadamente 4 meses, deixo-a em minha gatinha por mais de 5 meses e continuo não encontrando nenhuma pulga nela. É adaptável ao tamanho do pescoço e apenas no começo o gato """"reclama"""". Depois, se acostuma. A única coisa que pode incomodar donos e gatos em um primeiro momento é o cheiro, que é um bocado forte. No entanto, em poucos dias, esse problema vai embora. No geral, recomendo o produto com louvor."""
8639,3,"Ótimo produto pra quem procura qualidade para jogos, no entanto, não costumam durar muito tempo devido aos componentes de plástico de baixa qualidade dentro do mouse que se desgastam depois de mais ou menos um ano."
7577,3,Produto muito bom custo beneficio é ótimo a entrega foi antes do prazo .gostei e indico
7027,0,"Comprei gato por lebre, não recomendo, pede pra instalar um apk no celular, ja instalei um aqui, e nada de sincronizar as mensagem, resumindo um relógio normal."
7883,4,"Este óculos de sol é maravilhoso, além, de ser espelhado é polarizado. você coloca e parece que a vista descansa. Muito bom"
6588,4,"Bem embalado de acordo com a descrição feita suas caracteristicas e funções, entrega dentro do prazo,rapidinho."
7977,4,Ótimo produto original recomendo a todos muito bom chegou muito rápido  adorei
3970,3,ideal pra quem não esta muito acima do peso e o preço está bom
784,2,"Gostaria muito desse copo,mas o frete no valor de r$4,69 atrapalhou a negociação"
5485,4,o produto não tenho o que fala mais prazo de entregar horroroso muito tempo para entregar um simples produto desse não a conselho a ninguém a compra na lojas americanas ...  loja um lixo na moral esperava mais de vocês  ... !!!!
1506,2,"Achei um celular bacana e com um bom preço,estou bem satisfeito com a compra."
9077,4,Gostei muito do produto! A entrega foi conforme anunciado. Eu recomendo.
8417,0,Já veio deixando escapar o ar através de um pequeno corte. Além de não poder usar compressor ...
7310,0,"Apagou o visor do produto em menos de um mês de uso. Solicitei devolução. Ainda não veio a resposta. Se não puder devolver, quero saber o tempo de garantia."
9654,4,"Comprei e adorei eu recomendo. Comprei pelo sait da loja e é super seguro, a entrega chegou até antes do prazo estipulado"
3628,3,"Chegou antes do prazo e muito bem embalado. Encomendei três (azul, amarelo e verde) e vieram na mesma embalagem... Tecido leve e muito bom para levar na maternidade para facilitar a troca do bebê... :)"
4019,2,"Depois de algumas manobras os parafusos se soltam um pouco, mas de resto.... excelente."
9151,0,"Não gostei do fixador desse perfume, é muito fraco, minha filha usava esse mesmo perfume, porém comprei em outra loja, e o fixador era excelente, durava o dia todo. Não compro mais nesta loja."
2891,4,Produto de ótima qualidade e preço bom! Loja lcg eletro com ótimo atendimento. Mayara
2644,4,Até agora funciona perfeitamente. Comprei para usar no Xbox.
4786,3,"Minha filha amou o presente, como só tem um dia em uso não tenho do que reclamar até o momento!!!"
3611,4,"Produto de qualidade por um preço muito bom comparado com o preço de lojas especializadas em brinquedos como RiHappy, entrega sempre no prazo ou até antes, vale a pena ressaltar que o produto foi vendido e entregue pelas Americanas. Porque falo isso, dia 13 de novembro comprei um produto mas era vendido e entregue pela Ricardo Eletro até hoje não recebi mesmo depois de várias reclamações no atendimento, inclusive uma pessoa que dizia ser da transportadora me ligou duas vezes informando que iriam entregar o produto mas acabaram não entregando e foi quando liguei novamente no atendimento e  me informaram que o produto tinha sido devolvido pela transportadora para o centro de distribuição. E até hj nao me fizeram o estorno, por isso não recomendo a Ricardo Eletro, atendimento péssimo!!!"
54,0,"A câmera frontal do meu é terrível, tanto faz tá claro ou escuro, a foto fica ruim de qualquer jeito. Muito arrependida!"
8052,4,"Comprei pra minha filha. Ela é fã de Diário de Um Banana. E o preço foi ótimo. Como tinha que comprar os dois últimos volumes, compensou e muito comprar o box nas Americanas. O custo X benefício foi maravilhoso. Parabéns, Americanas!"
1357,2,"Tive problemas na entrega com a transportadora, mas salvo essa situação, recomendo!"
6931,4,"Demorou de chegar, mas era treta dos correios, no mais é bonzão o produto."
874,0,"Meu produto ainda não foi entregue, esta beem atrasadoo!!!!!!!!!!!!!!"
7105,2,"Comprei dois aparelhos deste, um funcionou bacana, o outro ta com problema no SO e estão demorando para trocar, já se passaram mais de 15 dias e nada, estou no aguardo, apos trocar avalio novamente."
2957,4,Produto de ótima qualidade e muito lindoooo! Quero comprar pra casa inteira. Loja lcg eletro com ótimo atendimento. Mayara
3760,3,"Gostei muito, é rápido o preparado dá para derreter a manteiga e fica uma delícia"
7466,0,"Recebi o produto errado, não tem ninguém do Sac para falar pessoalmente. O e-mail do vendedor esta mencionando apenas a devolução do produto mas nada referente o envio do produto certo ... Já está no reclame aqui --> 31924591"
5204,2,"produto bom  , faz o que promete , para uso domestico nao profissional ."
3548,2,"EU JÁ TIVE CELULARES DA SAMSUNG, E RECOMENDO O PRODUTO."
5178,3,"Produto de boa qualidade, potente, seca bem rápido cabelos longos, entrega foi bem rápida, chegou antes do previsto."
2104,0,Não compre se for dá Up2games ela rouba seu dinheiro ! É vergonhoso como a americanas tem parceria com esse lixo de loja !
129,4,"A Barbie é articulada, o cachorro dá alguns passinhos (quando damos corda), e faz cocô quando abaixamos seu rabo. A boneca não fica em pé sozinha."
8905,3,"Tem pouco tempo de uso. Não tenho o que reclamar. Está tendo bom desempenho no sol, na chuva.."
4008,0,"Péssimo, com tres meses foi para a assistencia ficou quinze dias, voltou travando apagando e a assistencia não resolveu, quem tá afim de passar raiva com smartphone compre Motorola 3 geração, eu quebrei o meu com menos de um ano e comprei um que presta."
9825,0,"Não recomendo. o copo vaza o conteudo, molha a bolsa, lancheira..."
2560,3,o Porteiro Residencial Intelbras IPR 8000 é otimo. volume alto. recomendo.
2364,2,Senti falta de um manual impresso para montagem algumas peças vieram com pequenos defeitos alguns detalhes de acabamento mal feito
2505,4,"Espaço interno muito bom, excelente acabamento. Ótimo custo benefício."
3349,2,"Na montagem, ao encaixar as peças, alguns dos encaixes de plástico já racharam, o que mostra fragilidade do produto.  De qualquer forma, os rachados não impossibilitaram o uso do mesmo, que está me atendendo."
341,3,Amei ... Excelente compra... Podem comprar ...aprovado... Veio td certinho e completo
1403,0,"Produto não entregue, pois pedi o cancelamento do mesmo por demora na entrega"
1907,4,ja tem um mes que estou usando e nao tenho nada a reclamar... tem atendido minhas necessidades muito bem.
6008,4,O produto é excelente e a entrega foi antes do prazo. Chegou muito bem embalado para evitar que a garrafa quebrasse. Muito bom.
2399,0,até o presente momento eu não recebi o meu produto.
6422,0,"É até bonitinho, mas descartável. Parou de funcionar no 3o uso. Péssima qualidade!"
3437,3,"Até o momento está atendendo muito bem, realmente ótima geladeira, recomendo!"
5553,4,Produto ótimo. Exatamente o que buscava. O prazo de entrega foi antecipado. Embalagem bem protetora. Recomendo fortemente
3028,4,Minha esposa já usa há algum tempo e gosta bastante.
9230,0,Nem recebi e já cobraram no meu cartão de crédito  Até agora não não veio em minha residência
6793,0,"Não tenho uma opnião concreta sobre o produto,pois tive o azar de receber o mesmo com defeito, fiz a devolução no dia 15-12 e ainda estou aguardando um retorno..."
6133,3,"O painel é bonito, resistente, chegou antes do prazo estabelecido. O tamanho é ótimo para apartamentos pequenos. Excelente custo benefício.  Para a montagem é necessário duas pessoas."
9956,2,vcs poderia dar mais cupus de descontos pra quem compra mais ou vale compra pra ser aceito em qlq produto  eu mesmo compro muito de voces  grato romualdo
2735,0,"O produto não chegou faz 2 meses, aguardo o estorno..."
7786,1,Pra mim não serviu como progressiva pois só tirou o volume não alisou e meu cabelo é ondulado pra uma selagem é boa
6208,2,Bom celular. Belo designer. Rapido. Atende minhas expectativas
6197,3,APESAR DA LÂMPADA SER UM POUCO FRACA. O CUSTO BENEFÍCIO VALE.
9590,2,Tinha uma expectativa maior sobre o notebook. A entrega foi rápida e eficiente. Produto chego inteiro e sem nenhum problema. A minha decepção foi que achei pesado e lento para um I5. Esperava mais rapidez na execução dos programas. Porém vai atender a minha necessidade de estudo e uso doméstico.
4574,4,"Estoura todos os milhos, entrega rápida, gostou muito do produto."
8454,3,Produto ótimo com preço excelente recomendei a várias pessoas que gosta de um bom produto
8572,4,"Muito bom e entrega super rápida. . Produto de excelente qualidade, super recomendo podem comprar é otimo. .........."
903,4,"Um ótimo produto e entregue antes do prazo , sempre compro nas Lojas Americanas , recomento 100%"
2187,4,Excelente produto. Chegou conforme informado.  Excelente produto. Chegou conforme informado.  Excelente produto. Chegou conforme informado.  Excelente produto. Chegou conforme informado.  Excelente produto. Chegou conforme informado.
6573,3,"ótimo custo beneficio, pode comprar.  Pode confiar na loja"
8740,4,Excelente mesmo! O custo benefício ótimo. Recomendo.
9181,4,"""Ótimo produto, super recomendo ! Ele se encaixa perfeitamente na mão, e os movimentos dele parecem mais """"suave"""" do que um mouse normal .  Esse modelo não utiliza pilhas, é com fio, acho melhor assim pois não corre o risco de acabar a pilha ."""
6718,4,Muito bom visto pelos olhos de Cristhian...vale a pena a leitura
3910,3,"Me decepcionei um pouco com a cor, queria o amarelo vivo da foto e o que veio é amarelo gema de ovo, isso me chateou um pouco."
5560,4,"Amei,linda perfeita,material bom..ficou linda na minha cozinha.Atendeu as minhas expectativas! !super recomendo.e pequena e baixa, perfeita pra ambientes pequenos."
5260,4,Melhor mouse nessa faixa de preço que eu encontrei.
7789,0,"sempre recebi rapido desta vez nao sei onde ando meu pedido, ja fiz 2 comprar no walmart e submarino depois desta e ja recebi, ta dificil com´prar de voces nao cumpre prazo de entre e ja combram antecipado.nota 0 ate agora nesta compra."
3734,4,"O produto é de excelente qualidade, faz jus ao que preconiza.E de baixo custo."
4316,4,Agora sim Meus problemas com a agua durante meus treinos nao irá esquentar mais
1298,0,"Já comprei esse produto de outra revendedora funcionou.Mas infelizmente a compra que fiz recentemente não fez o efeito desejado, acho que esse é falso, pois a textura e a cor são completamente diferentes.Sentido-se enganada."
8627,3,"O produto atendeu às minhas expectativas. não tenho mais na da a dizer. Vocês precisam reduzir o mínimo de palavras do texto, pois nem sempre temos tempo de ficar no blá blá blá. A força do texto não está no seu tamanho, como vocês podem ver."
5523,2,O produto funciona bem. Vale pelo custo beneficio. Entrega no prazo.
955,4,Gostei muito do produto Sempre compro na Americanas.com!!!
1335,4,"O celular é muito bom, não trava (sempre tive problemas com isso), as câmeras são excelentes, além da memória ser muito boa também. Chegou antes do prazo e super recomendo o produto."
7881,3,Super indico Para mulheres que vivem correndo e desejam os cabelos sempre arrumados
9345,0,"Comprei o produto, foram mais de 2 meses p chegar, no final me chega em voltagem 110, sendo que onde moro é 220 v, estou devolvendo o produto, pelo tempo de espera e zero comunicação, nao recomendo o produto"
2633,4,"Bolsa de excelente qualidade e linda , eu amei, entrega como sempre super rápida."
1824,3,"Fácil instalação, simples para montar e completo para movimentação"
2964,3,Muito bom. Prático e preço excelente. Entrega rápida.
6895,3,"aparelho muito bom, entrega realizada quase 10 dias antes do prazo estipulado"
1629,4,"Produto como no anúncio, fica linda! Atendimento da loja lcg eletro excelente! Super recomendo"
8759,3,"Bonito e bem feito. Valeu à pena! Blá,blá.................."
1518,1,"O painel é exatamente como na fotografia, mas ao abrir a embalagem dois  canto do móvel estava quebrada, pois o material mdf , muito frágil,e desbruga facilmente,  até pra montar muito delicado. Mas é bonito , tendo cuidado  é bom."
9415,4,"Excelente produto, entrega sem surpresas, produto de ótima performance num preço adequado."
3262,4,"Ainda em fase de testes mas até agora não tem nenhuma reclamação. otimo produto, otimo preço. otima smart tv."
2023,2,"Gostaria de poder avaliar o produto, mas infelizmente ainda não o recebi. Nunca tive nenhum problema com o site das lojas Americanas, embora não possa dizer o mesmo em relação à MP Brinquedos.  Preferia não ter de negativar a empresa? Sim, gostaria!  Porém, nem no atendimento via email consigo dizer a loja que quero o produto em vez da devolução. Gentlieza MP Brinquedos (e Lojas Americanas), preciso de uma resposta um quanto antes!"
508,0,"ATE O MOMENTO NÃO RECEBI O PRODUTO.  E PELO EMAIL QUE RECEBI, NÃO HÁ PREVISÃO DE ENTREGA.  O PRODUTO ERA PRA PRESENTEAR NO NATAL."
6984,3,"""é de fácil,manuseio,imagens perfeitas,só o manual de instalação é impossível de visualizar algo, as letras são minusculas"
1588,0,"Não cumpriram com o prazo de entrega , cancelei o produto ."
534,4,"Recomendo para seu filho, ele pode criar usar a imaginação."
8923,4,"Tv de boa qualidade. Cumpre com o esperado. Apenas alguns aplicativos não rodam muito bem, mas pode ser um problema do próprio app."
6246,3,"Gostei do produto, pois está conforme constava no anúncio."
7350,3,"Smartphone atendeu as expectativas, com uma boa qualidade de fotos."
2959,0,PRODUTO NÃO CHEGOU!!!!!!!!! QUERO O PRODUTO OU MEU DINHEIRO DE VOLTA URGENTEMENTE!!!!!!!!
5176,4,"muito bom, criativo tem que ter adulto para brincar com a crianca"
860,4,Ótimo produto eu amei muito satisfeita e a entrega é super rápida
3627,3,"gente super recomendo, o produto chegou bem antes do prazo previsto, adorei minha compra."
6399,1,"as capas são lindas o tecido e grosso  mto bom, so que vieram em cores diferentes  1 marrom e 2 pretas, assim que conseguir a correção voltarei a avaliar."
5241,3,Recebi dentro do prazo e adorei o produto. Era exatamente o que esperava.
3731,2,Bom produto.  Entrega no período previsto.  Recomendo.
2244,3,o produto é excelente mas comprando separado é muito mais lucro comprei tudo isso e não paguei nem 350 reais
7926,4,"Não fica devendo absolutamente nada para marcas mais caras, a única coisa que senti falta foi do teclado retro iluminado"
4199,3,Gb gostei e Eu recomendo a todos produto muito bom
1333,4,Muito bom e ótimo custo benefício. Rápido para transferência de dados.
6662,4,"MUITO LEVE E PRATICO FÁCIL DE LEVA, ÓTIMO PRA TRABALHOS DE FACULDADE."
2860,4,"Chegou muito rápido, e o celular e perfeito, amei."
9664,0,"Péssimo produto, não funciona com as operadoras que testei, material de má qualidade, falta suporte de duvidas. Em fim, americanas.com está deteriorando sua imagem com esse tipo de produto."
7929,0,"Estou muito chateado, comprei para dar de presente de natal para minha filha e o brinquedo não foi entregue e quando entrei em contato com a americanas disseram que foi outra loja que seria responsável pela entrega e que disseram que foi entregue mas no meu endereço não entregaram nada até agora e tive que comprar outro para dar de presente pagando mais caro e to tendo que pagar esse que nem foi entregue."
7706,3,"amei  ela é linda,facil de usar e chegou muito rápido.  foi um  meus presentes de casamento"
5033,3,"Produto cumpre o que propõe, chegou em perfeita condição. único ponto negativo é o tempo para aquecer, porem nada que esperar não resolva.  Parabéns pelo preço e qualidade."
8256,3,Colchao grande e bem confortável. Por enquanto nada a reclamar.
4334,1,Na foto o produto parece ser de uma qualidade superior a que realmente é.
9849,3,"Recebi antes do programado, produto muito bom, recomendo."
4176,4,Sem dúvidas ! Foi o melhor preço e excelente produto ! Com certeza recomendo e farei novas compras ! Espero que continue assim sempre ! Obrigado !
4315,0,Estou aguardando a troca do meu produto Comprei no 127v e entregaram no 220v Caso não resolva logo isso Vou entrar no Procon
1997,2,Pratica para deixar em escritório e preparar café fresco sem desperdício. Só precisa usar a medida exata para nao cair pó na xícara.
7856,0,O produto ainda não chegou. Previsão para dia 19/01. Entrega muito demorada.
4308,4,"Muito bom, meu filho amou a diversificação de heróis e cenários. Super recomendo."
9801,4,"Boa qualidade e preço, perfeito para o uso no dia a dia."
5378,1,"a qualidade de imagem é boa, mas a do áudio é uma matéria fecal, é muito lenta para abrir os aplicativos. até funcionam bem, mas demoram para abrir. a saída para áudio auxiliar necessita adaptador caso seu dispositivo de áudio não tenha um plug óptico."
1910,0,"AINDA NÃO RECEBI O PRODUTO, GOSTARIA DE SABER ONDE FAÇO A RECLAMAÇÃO."
9028,2,"eu achei a impressora boa, porém que com dois dias de uso ela não está reconhecendo o cartucho preto e branco, esse cartucho é o que veio com a impressora então acredito que seja original, não sei o que fazer para resolver esse problema."
1515,4,"Fritadeira ótima, deixa os alimentos bem sequinho e entrega antes do prazo."
8851,4,"Chegou antes do prazo, produto muito bom, valeu a pena!!"
3592,4,"Este pequeno livro é muuuuito útil para pessoas que gostariam de voltar a se expressar naturalmente através de amor e carinho, melhorando seus relacionamentos, especialmente dentro dos círculos familiares, que é a base de todos os demais relacionamentos. Super recomendo."
3164,3,Produto  de ótima qualidade e entrega rápida. Recomendo o produto.imagem ótima audio tbm.
6420,0,O aparelho e ruim de transmissão. Fia a compra achando que iria ajudar contato com um apessoa idosa. Infelizmente nao teve o resultado esperado.
1181,3,Ótimo custo-beneficio. Para o dia a dia atendeu bem as nossas necessidades
1882,4,"Excelente celular, rápido, bateria duradoura. Câmera muito boa."
1363,2,"Produto muito bom, tenho há dois anos e até agora não tive problema nenhum, a pulseira está nova ainda, a caixa está um pouco riscada, mas é pelo uso constante mesmo, afinal uso direto."
4478,0,Solicitei o cancelamento em 20/12 devido a nao ter recebido o produto... a venda nao foi cancelada e nao recebi o produto
6435,3,"A mochila é muito boa, tanto de espaço interno quanto a resistência. O único porém é que o tecido das costas esquenta muito, mas de resto é realmente excelente para o uso diário."
5545,3,"O produto é de ótima qualidade. Com relação a entrega, tudo ok."
5417,4,"Produto de 100% qualidade, tamanho, formato perfeito, as fotos ficam incríveis, mto satisfeito com a compra."
1031,3,"""Até o momento, o produto apresentou ótimo desempenho, qualidade de imagem impressionante. Porém a Samsung poderia ter caprichado mais no suporte da TV. É fixo e não tem opção para girar o pé. O controle poderia ter mais opções, ex. tecla de """"sleep"""". Prazo de entrega muito demorado!"""
9957,3,"Imagem excelente e manuseio extremamente simples, fácil e eficiente. Uma gama significativa de opções de acessos na rede. Sem dúvida, um novo momento na comunicação audio visual."
3157,0,A Makis Magazine mim enviou um perfume que não é original... e aí agora como vou ficar no prejuízo.. espero que entre em contato comigo  ailonbittencoirt@hotmail.com
5511,1,"Até hoje não tenho informações sobre o que aconteceu com o meu produto,acompanhei pelo site direct tudo certo e rápido, mais vi que desde o dia dezoito de Dezembro de 2017 foi encaminhado pelos Correios de Belém para onde moro e até agora não houve atualizações do que aconteceu,sendo que fui no Correio da minha cidade e três vezes por semana ou mais chegam correspondências ou seja,também não é por falta de transporte, pelo menos queria saber o que aconteceu,sendo que já faz 17 dias que foi despachado para onde moro e não tenho mais notícias do que houve."
1905,3,"O produto cumpre o que promete, é leve e fácil de usar e realmente deixa os fios com aspecto de escovados. Alisa cabelos ondulados, mas não recomendo para cabelos cacheados. Poderia ser mais rápido na secagem dos cabelos."
5251,3,"Muito bom produto, camera ok, a bateria aguenta o repuxo e re-carrega rápido, só achei o programa de fotos um tanto limitado. Para quem gosta de manter suas fotos no cel é bom não selecionar a opção backup/sincronização, pois neste caso elas são transferidas automaticamente para o Google drive.."
1173,4,"Site bastante segura. Amei meu livro, veio bem lacrado"
9041,0,"As prateleiras não são iguais às da foto, diferente de mais, prateleira menor muito diferente parece outro painel e não O que Mostra na foto"
6925,2,Lancheira térmica que atende as necessidades do dia a dia
2073,4,"Câmera muito boa, rápido, bateria dura e a carga é muito rápida. Amei!"
6013,3,Tudo bem nada mais a declarar ?????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8347,4,"Excelente produto, entrega antes do prazo,recomendo!.."
4829,3,Todos deveriam ter este brinquedo. Brinquedo de ótima qualidade e muito ótimo pra memória.
5730,4,"Além de ser confortável, a montagem não foi complexa. Excelente!"
